,Business Id,Employee name,Employee ID,Hire date,Billing rate,Deleted
51,1,Steven Bishop,STE201,03/12/1995,--,No
52,1,Paul Lopez,PAU286,12/24/2003,--,No
53,1,David Johnson,DAV384,03/02/1997,--,Yes
54,1,Morgan Deleon,MOR428,05/01/2016,--,No
55,1,Matthew Lopez,MAT832,05/11/2023,--,Yes
56,1,Danielle Watson,DAN631,12/13/2005,--,Yes
57,1,James Howe,JAM576,07/15/2003,--,Yes
58,1,Stephanie Smith,STE293,04/23/1990,--,Yes
59,1,Paul Freeman,PAU338,02/17/2010,--,Yes
60,1,Logan Irwin,LOG368,02/01/1996,--,No
61,1,Elizabeth Jackson,ELI936,08/09/2016,--,No
62,1,Karen Castillo,KAR275,03/01/2005,--,No
63,1,Barbara Schmidt,BAR147,10/28/2006,--,Yes
64,1,Penny Huang,PEN308,05/22/2019,--,Yes
65,1,Michelle Thomas,MIC180,06/06/2021,--,Yes
66,1,Jeff Taylor,JEF785,01/03/2000,--,No
67,1,Natalie Stout,NAT977,05/24/1992,--,Yes
68,1,Sharon Sparks,SHA587,04/18/2019,--,No
69,1,Mary Murillo,MAR710,04/12/2000,--,No
70,1,Stacy Tucker,STA367,04/10/2023,--,No
71,1,Marissa Morton,MAR655,07/25/2016,--,No
72,1,John Quinn,JOH534,09/02/2016,--,No
73,1,Joseph Thornton,JOS953,11/24/2001,--,No
74,1,Ms. Jessica Montgomery,MS.271,09/20/1996,--,No
75,1,Gregory Yates,GRE979,04/21/2014,--,No
76,1,Lindsey Galvan,LIN986,03/03/1997,--,No
77,1,Crystal Mora,CRY761,06/26/2000,--,No
78,1,Jason Lowe,JAS330,02/07/2019,--,No
79,1,Wendy Wang,WEN230,01/28/2019,--,No
80,1,Roberto White,ROB567,08/07/1991,--,Yes
81,1,Shane Johnson,SHA591,03/01/1992,--,Yes
82,1,James Bowen,JAM535,05/14/2020,--,Yes
83,1,Cheryl Beck,CHE681,08/02/2014,--,No
84,1,Christopher Hill,CHR328,06/24/2010,--,No
85,1,Gabrielle Moody,GAB809,02/06/2015,--,No
86,1,Christina Brown,CHR477,10/27/2003,--,Yes
87,1,Kenneth Jackson II,KEN603,09/20/2004,--,Yes
88,1,Matthew Jones,MAT150,12/26/2001,--,Yes
89,1,Gabrielle Drake,GAB959,01/03/2022,--,No
90,1,Michelle Miller,MIC571,01/26/2005,--,No
91,1,Beth Black,BET262,04/22/2009,--,Yes
92,1,Michelle Diaz,MIC191,03/02/2017,--,No
93,1,Marcus Mason,MAR763,07/20/2000,--,Yes
94,1,Rebecca Hawkins,REB788,03/10/1994,--,No
95,1,Neil Campos,NEI814,09/09/2018,--,No
96,1,William Adams,WIL847,11/13/2018,--,No
97,1,Lauren Hoffman,LAU399,04/15/2017,--,Yes
98,1,Vincent Ruiz,VIN887,07/16/2012,--,No
99,1,Robert Castillo,ROB498,06/19/2000,--,Yes
100,2,Jason Wilson,JAS670,03/12/1993,--,No
101,2,Joseph Castillo,JOS686,12/10/2000,--,Yes
102,2,Jerry Miller,JER548,01/20/2021,--,Yes
103,2,Donna Rivas,DON398,12/05/1991,--,No
104,2,Ashlee Garcia,ASH530,11/02/2006,--,No
105,2,Kimberly Torres,KIM228,11/21/1992,--,No
106,2,Jennifer Tanner,JEN864,12/08/1991,--,No
107,2,Carolyn Yates,CAR663,04/27/1996,--,Yes
108,2,Taylor Kennedy,TAY738,06/17/2017,--,Yes
109,2,Anna Washington,ANN361,09/21/2002,--,No
110,2,Lee Rice,LEE612,05/11/2011,--,No
111,2,Timothy Coleman,TIM145,08/14/2022,--,No
112,2,Shawn Schwartz,SHA796,12/26/2020,--,No
113,2,Jessica Lewis,JES719,08/13/2004,--,No
114,2,Amanda Tanner,AMA892,03/05/2002,--,Yes
115,2,Nancy Mejia,NAN135,01/19/1993,--,Yes
116,2,David White,DAV810,11/24/2021,--,Yes
117,2,Jose Hale,JOS486,04/20/1992,--,Yes
118,2,Tina Santos,TIN405,03/01/1995,--,Yes
119,2,Robert Kemp,ROB470,04/18/1992,--,No
120,2,Evan Smith,EVA413,07/11/2002,--,No
121,2,John Anderson,JOH577,09/12/2014,--,Yes
122,2,Chris Frye,CHR880,08/09/1996,--,No
123,2,Theresa Martin,THE429,07/22/2011,--,Yes
124,2,Brian Martin,BRI743,10/11/2019,--,No
125,2,Laura Miller,LAU819,08/05/2016,--,No
126,2,John Collins,JOH652,12/05/2010,--,Yes
127,2,Caleb Hill,CAL235,02/28/1991,--,Yes
128,2,Connor Gordon,CON326,02/24/2023,--,No
129,2,Veronica Carpenter,VER163,07/01/2003,--,Yes
130,2,Mikayla Hernandez,MIK244,05/28/2020,--,No
131,2,Stephanie Schwartz,STE827,08/03/2003,--,No
132,2,Ashley Wilson,ASH721,12/15/2020,--,No
133,2,Lindsay Mcdonald,LIN975,03/21/2009,--,No
134,2,Russell Fowler,RUS562,01/12/2022,--,No
135,2,Eric Perez,ERI387,07/01/1994,--,No
136,2,Michele Wells,MIC853,09/11/2013,--,Yes
137,2,Jared Henry,JAR197,11/04/2010,--,No
138,2,John Hunter,JOH458,08/09/1994,--,No
139,2,Melissa Gutierrez,MEL270,07/27/2022,--,Yes
140,2,Mr. Robert Wilson,MR.230,05/07/2002,--,Yes
141,2,Tony Zimmerman,TON360,01/27/2019,--,No
142,2,Connie Young,CON696,07/22/1994,--,No
143,2,Beth Massey,BET658,09/10/2009,--,No
144,2,Tammy White,TAM595,11/08/2002,--,Yes
145,2,Larry Allen,LAR769,05/08/2001,--,No
146,2,Kara Bonilla,KAR196,12/22/2021,--,No
147,2,Thomas Wright,THO492,07/20/2004,--,No
148,2,Aaron Williams,AAR632,07/18/2002,--,Yes
149,2,Tasha Shelton,TAS729,04/10/2000,--,Yes
150,2,Michael Murphy,MIC635,07/17/2000,--,No
151,2,Lynn Benson,LYN188,06/28/2000,--,No
152,2,Mr. Roberto White,MR.838,02/06/2001,--,Yes
153,2,Donald Moreno,DON623,06/09/1995,--,Yes
154,2,Jason Bennett,JAS530,11/19/1990,--,Yes
155,2,Gary Gentry,GAR222,03/07/2017,--,Yes
156,2,Dr. Timothy Bennett,DR.538,03/04/1996,--,Yes
157,2,Jeffrey Stevens,JEF449,11/04/1990,--,No
158,2,Roberto Lowe,ROB201,03/03/2014,--,No
159,2,Jennifer Turner,JEN641,04/17/2011,--,No
160,2,Donna Shepard,DON587,10/20/2015,--,No
161,2,Mrs. Kari Smith,MRS765,07/24/2005,--,Yes
162,2,Sheryl Hopkins,SHE845,01/01/1991,--,No
163,2,Samantha Cruz,SAM233,11/07/2008,--,No
164,2,Kelsey Anderson,KEL899,08/05/2003,--,No
165,2,Shannon Huff,SHA918,08/19/2021,--,Yes
166,2,Jamie Sanders,JAM133,09/11/2022,--,Yes
167,2,Gary Hernandez,GAR701,01/17/2016,--,No
168,2,Rachel Davis,RAC703,03/03/2013,--,Yes
169,2,Samantha Holden,SAM692,09/26/2006,--,Yes
170,2,Jay Ward,JAY940,06/11/2007,--,No
171,2,Jacqueline Herman,JAC280,12/01/1994,--,Yes
172,2,Molly Munoz,MOL649,07/06/2013,--,No
173,2,Ralph Stewart,RAL738,03/16/2000,--,Yes
174,2,Brenda Bailey,BRE967,03/17/2003,--,No
175,2,Brittany Smith,BRI321,01/23/2011,--,Yes
176,2,Michael Taylor,MIC484,10/28/1991,--,Yes
177,2,Alexander Hopkins,ALE626,10/13/1992,--,Yes
178,2,John Butler,JOH515,06/07/2018,--,No
179,2,Joseph Jenkins,JOS256,02/24/2020,--,Yes
180,2,Jenna Stuart,JEN152,08/17/1995,--,Yes
181,2,Tyler Watkins,TYL326,02/19/1995,--,No
182,2,Kyle Oconnell,KYL790,09/08/2020,--,Yes
183,2,Jerome Edwards,JER564,02/25/1995,--,Yes
184,2,Elizabeth Chavez,ELI257,06/07/2023,--,No
185,2,Colin Wilson,COL312,09/05/1993,--,No
186,2,David Shaw,DAV919,10/20/2005,--,No
187,2,Justin Huerta,JUS615,10/18/2006,--,Yes
188,2,Ronnie Gaines,RON898,12/14/2020,--,No
189,2,Marcus Hester,MAR807,08/09/2012,--,Yes
190,2,Christopher Holt,CHR532,11/06/1991,--,No
191,2,Dana Pena,DAN373,04/22/2016,--,No
192,2,Joshua Bautista,JOS152,01/22/2019,--,Yes
193,2,Shirley Ray,SHI578,01/23/1995,--,No
194,2,Anthony Mckinney,ANT272,12/02/2009,--,No
195,2,Gerald Patel,GER344,10/21/2011,--,No
196,2,Mary Rodriguez,MAR785,10/13/2019,--,No
197,2,Lisa Gilbert,LIS146,07/15/2020,--,Yes
198,2,Timothy Hayden,TIM134,01/06/2011,--,Yes
199,2,Katherine Middleton,KAT570,03/27/2020,--,No
200,3,Ashley Thomas DVM,ASH258,08/28/2023,--,No
201,3,Carlos Diaz,CAR304,09/28/2010,--,Yes
202,3,Dakota Cooper,DAK517,07/12/1999,--,No
203,3,Sean Zimmerman,SEA546,09/05/2011,--,No
204,3,Diana Marshall,DIA200,01/26/2009,--,No
205,3,Andrew Lowery,AND448,11/18/1997,--,Yes
206,3,Nancy Washington,NAN182,10/11/2022,--,No
207,3,April Michael,APR706,04/04/2014,--,Yes
208,3,Jeffrey Jones,JEF376,12/16/2013,--,No
209,3,Kathy Bird PhD,KAT160,10/04/1990,--,No
210,3,Alyssa Alvarez,ALY496,01/06/2023,--,No
211,3,Rhonda Brewer,RHO433,10/15/1994,--,No
212,3,Marc Salazar,MAR990,06/09/1999,--,No
213,3,Michelle Gilbert,MIC480,06/13/1992,--,No
214,3,Kathryn Rodriguez,KAT143,11/19/2003,--,No
215,3,John Jordan,JOH801,05/04/2003,--,Yes
216,3,Valerie Little,VAL994,11/16/2008,--,No
217,3,Michael Dudley,MIC482,05/16/1997,--,Yes
218,3,Brian Farley,BRI767,08/23/1998,--,Yes
219,3,Brianna Pugh,BRI256,10/01/2021,--,No
220,3,Krista Murray,KRI301,07/09/1993,--,No
221,3,Anthony Christensen,ANT411,02/03/2013,--,Yes
222,3,Abigail Park,ABI612,05/20/2018,--,Yes
223,3,Amber Arnold,AMB528,04/09/1993,--,Yes
224,3,Thomas Hayes,THO319,06/27/2012,--,No
225,3,Kevin Grant,KEV172,12/16/2004,--,No
226,3,Richard Reeves,RIC180,02/01/2011,--,No
227,3,Larry Jackson,LAR464,08/09/2005,--,Yes
228,3,Barbara Moran,BAR686,01/20/1998,--,Yes
229,3,Thomas Padilla,THO554,03/01/2020,--,No
230,3,Adam Davis,ADA768,12/15/2018,--,No
231,3,Randy Kerr,RAN459,06/13/1999,--,No
232,3,Melissa Moreno,MEL861,06/08/1992,--,Yes
233,3,Jessica Lewis,JES877,11/20/2022,--,No
234,3,Michele Gray,MIC561,06/27/2011,--,Yes
235,3,Kristine Yu,KRI390,06/09/2008,--,Yes
236,3,Ryan Shelton,RYA664,09/03/1990,--,Yes
237,3,Patrick Johnston,PAT387,01/21/2012,--,No
238,3,Ralph Snyder,RAL103,07/03/1996,--,No
239,3,Gregory Cunningham,GRE500,04/05/1993,--,No
240,3,Daniel Miller,DAN315,02/16/1991,--,Yes
241,3,Courtney Morris,COU527,04/24/1995,--,Yes
242,3,Jaclyn Woodard,JAC229,08/28/2011,--,No
243,3,Michael Edwards,MIC536,07/18/2004,--,Yes
244,3,Andrea Robertson,AND227,10/12/2022,--,No
245,3,Jamie Osborne,JAM420,09/08/2022,--,No
246,3,Melanie Rivera,MEL305,07/26/1994,--,Yes
247,3,Amanda Smith,AMA879,08/21/2002,--,Yes
248,3,Barbara Chandler,BAR668,04/14/2008,--,No
249,3,Sierra Coleman,SIE324,03/26/2017,--,Yes
250,3,Rachel Johnson,RAC661,07/12/2000,--,No
251,3,Alejandro Nicholson,ALE454,09/10/2002,--,No
252,3,Maxwell Lopez,MAX998,08/03/1996,--,No
253,3,Brandon Flores,BRA722,06/12/2020,--,No
254,3,Robert Miller,ROB739,09/15/2012,--,Yes
255,3,Carmen Cook,CAR851,09/16/2010,--,Yes
256,3,Micheal Powell,MIC188,07/28/2012,--,Yes
257,3,Paul Powers,PAU742,05/04/2002,--,No
258,3,Cassidy Kelly,CAS852,08/18/2009,--,No
259,3,Teresa Proctor,TER898,02/25/1991,--,No
260,3,Maria Williams,MAR285,10/04/2009,--,No
261,3,Mark Franklin,MAR676,01/01/1999,--,No
262,3,Christina Frazier,CHR213,09/21/2016,--,No
263,3,Melissa Campos,MEL842,12/04/2005,--,Yes
264,3,Elizabeth Curry,ELI789,05/07/2008,--,No
265,3,Christopher Rice,CHR923,12/16/2023,--,Yes
266,3,Deborah Peterson,DEB301,10/05/2001,--,No
267,3,Aaron Gonzalez Jr.,AAR961,06/08/2020,--,No
268,3,Anita Pearson,ANI522,07/14/2010,--,Yes
269,3,Jenna Nelson,JEN887,10/05/2018,--,Yes
270,3,Angela Williams,ANG400,10/22/2007,--,Yes
271,3,Alexis Rogers,ALE863,05/01/1998,--,No
272,3,Katie Lopez,KAT294,11/27/1998,--,No
273,3,Michael Scott,MIC907,01/01/2013,--,No
274,3,Michael Singleton,MIC184,02/05/2009,--,No
275,3,Jessica Olson,JES585,12/12/2013,--,No
276,3,Daniel Cruz,DAN337,10/17/1993,--,No
277,3,Mark Jimenez,MAR471,07/22/2023,--,Yes
278,3,Megan Willis,MEG567,07/16/2011,--,No
279,3,Kelsey Williams,KEL991,11/02/2021,--,No
280,3,Andrea Young,AND678,01/23/2012,--,Yes
281,3,Steven Brown,STE262,02/08/2008,--,No
282,3,Kimberly Osborne,KIM988,03/27/2023,--,No
283,3,Shawn Ortiz,SHA496,09/15/1996,--,Yes
284,3,Judith Santana,JUD404,10/08/2020,--,No
285,3,Tyler Burke,TYL474,07/05/1990,--,Yes
286,3,Tiffany Douglas,TIF169,03/06/2019,--,No
287,3,Leslie Perez,LES521,08/17/1994,--,Yes
288,3,Shane Robertson,SHA341,07/09/2006,--,Yes
289,3,Glenn Davenport,GLE342,05/19/2021,--,Yes
290,3,Amy Powell,AMY518,08/09/2010,--,Yes
291,3,Joshua Thomas,JOS811,02/22/2005,--,Yes
292,3,Michael Davis,MIC658,01/26/2012,--,Yes
293,3,Linda Carroll,LIN604,06/18/1991,--,Yes
294,3,Susan Lynn,SUS138,07/24/1995,--,Yes
295,3,Amanda Allen,AMA616,06/25/2008,--,No
296,3,James Henson,JAM790,05/05/1995,--,No
297,3,Jeremy Foley,JER451,07/13/2006,--,No
298,3,Brandon Simmons,BRA144,04/03/2003,--,No
299,3,David Wood,DAV782,01/26/2023,--,No
300,4,Carolyn Guzman,CAR585,12/14/1996,--,No
301,4,Stacy Stewart,STA716,02/24/2019,--,Yes
302,4,Steven King,STE694,03/07/1998,--,Yes
303,4,Daryl Decker,DAR253,04/12/1997,--,No
304,4,Cassidy Garcia,CAS993,10/02/2009,--,No
305,4,Megan Odonnell,MEG989,09/05/1992,--,Yes
306,4,Brian Torres,BRI448,12/03/2002,--,Yes
307,4,Sandra Leonard,SAN591,01/08/2019,--,Yes
308,4,Jennifer Hill,JEN348,10/14/2008,--,Yes
309,4,Angela Burnett,ANG888,07/07/2023,--,No
310,4,Sabrina Lewis,SAB411,01/05/2004,--,No
311,4,Jordan Cook,JOR309,06/25/2010,--,Yes
312,4,Gabrielle Simon,GAB447,05/18/2014,--,Yes
313,4,Austin Alexander,AUS436,12/21/2001,--,Yes
314,4,Sheri Brown,SHE264,11/16/2004,--,Yes
315,4,Katherine Jordan,KAT233,07/09/2018,--,No
316,4,Brittany Price,BRI302,09/08/2022,--,No
317,4,Paul James,PAU873,02/11/1996,--,Yes
318,4,Cassandra Burns,CAS659,11/09/2006,--,Yes
319,4,Lindsey Perkins,LIN848,07/15/2001,--,No
320,4,Gregory Green,GRE460,03/10/2000,--,No
321,4,Casey Barnes,CAS314,09/15/1992,--,Yes
322,4,John Parker,JOH544,10/04/2007,--,Yes
323,4,Bradley Bowman,BRA418,08/10/1991,--,No
324,4,Erik Smith,ERI700,11/06/1994,--,Yes
325,4,Scott Wilson,SCO293,03/09/2012,--,No
326,4,Jimmy Barry,JIM623,10/25/2007,--,No
327,4,Micheal Vazquez,MIC846,09/25/2022,--,No
328,4,Calvin Freeman,CAL259,02/12/1998,--,Yes
329,4,Adam Wilson,ADA836,02/05/1995,--,No
330,4,Lisa Richardson,LIS818,12/06/2001,--,No
331,4,Lisa Richmond,LIS979,02/13/1998,--,Yes
332,4,Melissa Figueroa,MEL363,02/10/2023,--,No
333,4,Todd Parker,TOD811,06/10/1993,--,No
334,4,Cory Clark,COR644,04/06/1997,--,Yes
335,4,Stephanie Perez,STE774,03/27/2006,--,Yes
336,4,Heidi Salas,HEI876,03/08/2017,--,No
337,4,Michael Oneal,MIC122,06/22/2023,--,No
338,4,Kelsey Young,KEL929,03/11/1992,--,No
339,4,David Bridges,DAV495,09/13/2017,--,No
340,4,Crystal Campbell,CRY912,06/22/1994,--,No
341,4,Robert Reeves,ROB367,03/20/1995,--,Yes
342,4,Jasmine Liu,JAS872,08/10/2005,--,Yes
343,4,Elizabeth Myers,ELI468,03/26/2000,--,No
344,4,Jessica Daniels,JES605,03/21/2006,--,No
345,4,Richard Wright,RIC418,08/10/2002,--,No
346,4,George Gonzalez,GEO471,05/28/2004,--,Yes
347,4,Jeffery Blake,JEF927,08/17/2015,--,No
348,4,Randall Jones,RAN251,08/06/2000,--,Yes
349,4,Teresa Scott,TER516,11/04/1991,--,No
350,4,Molly Ware,MOL993,11/22/1999,--,Yes
351,4,Jim Cooper,JIM166,10/19/2005,--,No
352,4,Victor Jones,VIC897,10/24/2023,--,No
353,4,Desiree Nguyen,DES205,08/17/2007,--,Yes
354,4,Laura Dennis,LAU592,12/18/2007,--,Yes
355,4,Michelle Stewart,MIC969,09/27/2021,--,No
356,4,Anna Frazier,ANN755,04/28/2004,--,No
357,4,Cheyenne Brown,CHE910,12/01/2023,--,No
358,4,Michael Clark,MIC850,01/23/2004,--,No
359,4,Brittany Parker DDS,BRI197,03/03/2006,--,No
360,4,Sheila Waters,SHE473,05/26/2013,--,No
361,4,Ryan Barker,RYA442,09/21/2023,--,No
362,4,Susan Wade,SUS530,08/12/2016,--,Yes
363,4,Destiny Ballard,DES138,07/08/2017,--,Yes
364,4,Sandra Martin,SAN768,05/25/2011,--,No
365,4,Phillip Lee,PHI949,12/11/1998,--,Yes
366,4,Stephanie Livingston,STE983,01/28/1996,--,Yes
367,4,Sarah Cross,SAR128,04/16/1996,--,Yes
368,4,Manuel Terrell,MAN969,11/24/2022,--,No
369,4,Kelli Reyes DVM,KEL140,04/03/2018,--,Yes
370,4,John Powers,JOH833,08/28/2014,--,Yes
371,4,Eric Mccarty,ERI397,07/02/2008,--,Yes
372,4,Emily Stevens,EMI685,04/16/2000,--,No
373,4,Rebecca Pearson,REB852,09/23/2009,--,No
374,4,Gregory Ramirez,GRE209,09/05/2001,--,No
375,4,Lori Richards,LOR464,11/11/2003,--,Yes
376,4,Rose White,ROS922,04/10/2012,--,Yes
377,4,Thomas Blackwell,THO809,10/16/1991,--,No
378,4,Robert Mack,ROB389,05/15/2010,--,No
379,4,Eddie Watkins,EDD384,09/09/2022,--,Yes
380,4,Diane Hill,DIA552,05/12/2019,--,No
381,4,Brandon Young,BRA961,07/25/2002,--,No
382,4,Jonathan Li,JON411,07/12/2010,--,No
383,4,Bradley Grant DDS,BRA531,03/23/1990,--,Yes
384,4,Lindsey Adams,LIN441,03/26/2005,--,No
385,4,Joshua Cooper,JOS833,04/06/2013,--,Yes
386,4,Kevin Washington,KEV986,05/04/2002,--,Yes
387,4,Ashley Scott,ASH405,02/03/2005,--,Yes
388,4,Amanda Walker,AMA430,01/16/2001,--,No
389,4,Anthony Howard,ANT256,07/12/2018,--,Yes
390,4,Erica Moreno,ERI966,03/10/1992,--,No
391,4,Brandy Casey,BRA484,10/14/2019,--,No
392,4,Omar Johnson,OMA747,11/27/2001,--,No
393,4,Sabrina Wells,SAB987,02/27/2006,--,Yes
394,4,Carol Wagner,CAR688,12/17/2005,--,Yes
395,4,Jamie Warren,JAM549,06/11/2011,--,Yes
396,4,Jennifer Castro,JEN119,01/05/2012,--,No
397,4,Michael Howard,MIC282,09/14/2023,--,No
398,4,Cameron Pena,CAM840,03/22/2023,--,Yes
399,4,Brandi Lopez,BRA270,10/13/1991,--,No
400,5,Jason Gibbs,JAS376,03/01/1996,--,No
401,5,Annette Jordan,ANN799,05/09/2015,--,No
402,5,Tara Craig,TAR596,10/03/1993,--,Yes
403,5,Matthew Hawkins,MAT440,10/09/1997,--,No
404,5,Nicole Hall,NIC193,10/23/1991,--,Yes
405,5,Jeanne Lynch,JEA525,07/08/2010,--,No
406,5,Ariel King,ARI795,11/28/2014,--,Yes
407,5,Lisa Brooks DDS,LIS188,12/08/2022,--,No
408,5,Kenneth Garcia,KEN290,09/11/2002,--,No
409,5,Anne Patterson,ANN557,10/20/2009,--,Yes
410,5,Danielle Ashley,DAN422,09/14/2005,--,No
411,5,Jennifer Brown,JEN652,03/22/2000,--,No
412,5,Christine Ayala,CHR369,07/27/2008,--,Yes
413,5,Mary Olson,MAR800,07/17/1992,--,Yes
414,5,Joseph Shaffer,JOS382,12/21/2018,--,Yes
415,5,Jeffrey King,JEF581,03/07/1999,--,No
416,5,Judith Jackson,JUD227,10/11/2022,--,Yes
417,5,Connie Wood,CON600,09/17/2009,--,No
418,5,Desiree King,DES331,07/20/2023,--,Yes
419,5,Jeremy Mcdonald,JER100,10/12/1998,--,Yes
420,5,Angela Anderson,ANG412,09/12/2016,--,Yes
421,5,Benjamin Owens,BEN651,01/02/2016,--,Yes
422,5,Erin Harrison,ERI759,08/05/1998,--,Yes
423,5,Sharon Carter,SHA332,04/17/2021,--,No
424,5,Timothy Stone,TIM602,05/25/1998,--,Yes
425,5,Mark Perez,MAR805,01/25/2011,--,No
426,5,Allison Castaneda,ALL338,09/08/2015,--,No
427,5,Michelle Fuentes,MIC659,07/19/1990,--,Yes
428,5,Shane Perkins,SHA455,09/24/1993,--,No
429,5,Nicole James,NIC997,06/28/2014,--,No
430,5,Troy Rivera,TRO269,03/08/1990,--,No
431,5,Amy Jones,AMY172,08/27/2020,--,No
432,5,Kathryn Perry,KAT350,11/15/2019,--,No
433,5,David Lin,DAV633,11/23/2001,--,Yes
434,5,Amanda Ortiz,AMA807,04/15/2004,--,No
435,5,Sarah Allen,SAR770,03/27/2013,--,Yes
436,5,Jason Casey,JAS524,04/08/1998,--,No
437,5,Carla Jones DDS,CAR613,03/26/2018,--,No
438,5,Melissa Carter,MEL801,01/04/2002,--,Yes
439,5,Rodney Madden,ROD738,09/25/1990,--,Yes
440,5,Peter Mccall,PET406,09/05/1997,--,No
441,5,Walter Goodman,WAL700,10/23/2021,--,Yes
442,5,William Lee,WIL716,05/09/2020,--,No
443,5,John Stout,JOH255,07/17/2000,--,Yes
444,5,Joseph Haas,JOS288,04/12/2017,--,Yes
445,5,Jennifer Johnson,JEN735,08/16/1996,--,Yes
446,5,Savannah Dixon,SAV909,07/02/2006,--,Yes
447,5,Stephanie Campbell,STE888,07/16/2017,--,No
448,5,Cynthia Smith,CYN534,03/12/1998,--,Yes
449,5,Zachary Henderson,ZAC463,12/10/1990,--,No
450,5,Linda Cortez,LIN351,12/24/2000,--,Yes
451,5,Nicole Gibson,NIC196,05/16/2011,--,No
452,5,Michael Day,MIC415,12/01/1992,--,No
453,5,Veronica Wong,VER414,07/06/2018,--,No
454,5,Anthony Bean,ANT693,04/11/2001,--,Yes
455,5,Brent Murphy,BRE698,01/01/2021,--,Yes
456,5,Brian Gilbert,BRI799,03/23/2000,--,Yes
457,5,Deborah Pittman,DEB391,05/10/2007,--,Yes
458,5,Susan Diaz,SUS778,07/11/2007,--,Yes
459,5,Joshua Li,JOS950,03/22/2001,--,No
460,5,Shawn Carr,SHA368,11/14/1991,--,No
461,5,Paul Tran,PAU115,07/12/2000,--,No
462,5,Danielle Turner,DAN525,01/08/2007,--,Yes
463,5,Amanda Jones,AMA229,07/23/2011,--,Yes
464,5,Autumn Morgan,AUT336,04/06/1997,--,No
465,5,Lynn Frey,LYN511,07/10/2006,--,Yes
466,5,Jennifer Short,JEN787,04/20/2023,--,Yes
467,5,Debra Hernandez,DEB672,07/03/2019,--,Yes
468,5,Andrew Matthews,AND765,12/04/2009,--,Yes
469,5,Janice Gutierrez,JAN952,11/07/2007,--,No
470,5,Brian Burke,BRI476,05/27/2011,--,Yes
471,5,Joseph Garcia,JOS416,11/26/2013,--,Yes
472,5,Mark Martin,MAR956,03/19/2019,--,Yes
473,5,Terry Mathis,TER594,12/07/2007,--,No
474,5,Adam Long,ADA662,02/09/2002,--,Yes
475,5,Marissa Drake,MAR360,02/12/1994,--,No
476,5,Danny Barron,DAN725,03/04/2000,--,No
477,5,Nicholas Roberts,NIC327,05/11/2005,--,No
